연번,조사기관(자료회신기관),업소명,품목명,품목기준코드,품목구분,제조/수입,전문/일반,조사 항목,,,,,,,해당 품목 자료 작성자 정보,,
,,,,,,,,"부작용피해구제 안내문구 표시 여부
(포장, 용기, 첨부문서 중 일부라도 표시한 경우, O)
(포장, 용기, 첨부문서 어느 곳에도 전혀 표시하지 않은 경우, X)","피해구제 표준도안 사용여부
(포장, 용기, 첨부문서 중 일부라도 표시한 경우, O)
(포장, 용기, 첨부문서 어느 곳에도 전혀 표시하지 않은 경우, X)",표시위치,"구체적인 표시 문구
(포장, 용기, 첨부문서 각각)","미표시 사유
(포장, 용기, 첨부문서 어느 곳에도 전혀 표시하지 않은 경우만 작성)","향후 표시 계획(시기)
(포장, 용기, 첨부문서 어느 곳에도 전혀 표시하지 않은 경우만 작성)",건의사항,이름,전화번호,이메일주소
1767,한국바이오의약품협회,일동제약(주),라비에트정10밀리그램(라베프라졸나트륨),200807539,의약품,제조,전문의약품,,,,,,,,,,
1768,한국바이오의약품협회,일동제약(주),로자탐정50밀리그램(로사르탄칼륨),200808078,의약품,제조,전문의약품,,,,,,,,,,
1769,한국바이오의약품협회,일동제약(주),아지탑스정250밀리그램(아지트로마이신수화물),200808168,의약품,제조,전문의약품,,,,,,,,,,
1770,한국바이오의약품협회,일동제약(주),리피스톱정20밀리그램(아토르바스타틴칼슘삼수화물),200808409,의약품,제조,전문의약품,,,,,,,,,,
1771,한국바이오의약품협회,일동제약(주),리피스톱정40밀리그램(아토르바스타틴칼슘삼수화물),200809045,의약품,제조,전문의약품,,,,,,,,,,
1772,한국바이오의약품협회,일동제약(주),큐티핀정100밀리그램(쿠에티아핀푸마르산염),200809073,의약품,제조,전문의약품,,,,,,,,,,
1773,한국바이오의약품협회,일동제약(주),큐티핀정200밀리그램(쿠에티아핀푸마르산염),200809074,의약품,제조,전문의약품,,,,,,,,,,
1774,한국바이오의약품협회,일동제약(주),로자탐플러스에프정,200809464,의약품,제조,전문의약품,,,,,,,,,,
1775,한국바이오의약품협회,일동제약(주),로자탐플러스정,200809791,의약품,제조,전문의약품,,,,,,,,,,
1776,한국바이오의약품협회,일동제약(주),디멘셉트정5밀리그램(도네페질염산염수화물),200901007,의약품,제조,전문의약품,,,,,,,,,,
1777,한국바이오의약품협회,일동제약(주),써큐록신정120밀리그램(은행엽건조엑스),200903041,한약(생약)제제등,제조,일반의약품,,,,,,,,,,
1778,한국바이오의약품협회,일동제약(주),실리세프연질캡슐350밀리그램(밀크시슬열매건조엑스),200904460,한약(생약)제제등,제조,일반의약품,,,,,,,,,,
1779,한국바이오의약품협회,일동제약(주),"탁소젠주사
(도세탁셀삼수화물)",200907781,의약품,제조,전문의약품,,,,,,,,,,
1780,한국바이오의약품협회,일동제약(주),리피스톱정10밀리그램(아토르바스타틴칼슘삼수화물),201000637,의약품,제조,전문의약품,,,,,,,,,,
1781,한국바이오의약품협회,일동제약(주),모니타존나잘스프레이(모메타손푸로에이트),201003171,의약품,제조,전문의약품,,,,,,,,,,
1782,한국바이오의약품협회,일동제약(주),레녹스카타플라스마(록소프로펜나트륨수화물),201003453,의약품,제조,일반의약품,,,,,,,,,,
1783,한국바이오의약품협회,일동제약(주),나푸롤정(나프로닐옥살산염),201004086,의약품,제조,전문의약품,,,,,,,,,,
1784,한국바이오의약품협회,일동제약(주),몬테루칸정10밀리그램(몬테루카스트나트륨),201004900,의약품,제조,전문의약품,,,,,,,,,,
1785,한국바이오의약품협회,일동제약(주),몬테루칸속붕해정4밀리그램(몬테루카스트나트륨),201005127,의약품,제조,전문의약품,,,,,,,,,,
1786,한국바이오의약품협회,일동제약(주),몬테루칸속붕해정5밀리그램(몬테루카스트나트륨),201005128,의약품,제조,전문의약품,,,,,,,,,,
1787,한국바이오의약품협회,일동제약(주),코디오패스정 80/12.5밀리그램,201007755,의약품,제조,전문의약품,,,,,,,,,,
1788,한국바이오의약품협회,일동제약(주),코디오패스정 160/12.5 밀리그램,201007758,의약품,제조,전문의약품,,,,,,,,,,
1789,한국바이오의약품협회,일동제약(주),칸데로탄플러스정,201007774,의약품,제조,전문의약품,,,,,,,,,,
1790,한국바이오의약품협회,일동제약(주),칸데로탄정16밀리그램(칸데사르탄실렉세틸),201100298,의약품,제조,전문의약품,,,,,,,,,,
1791,한국바이오의약품협회,일동제약(주),칸데로탄정8밀리그램(칸데사르탄실렉세틸),201100299,의약품,제조,전문의약품,,,,,,,,,,
1792,한국바이오의약품협회,일동제약(주),피타큐정2밀리그램(피타바스타틴칼슘),201103422,의약품,제조,전문의약품,,,,,,,,,,
1793,한국바이오의약품협회,일동제약(주),디오패스정80밀리그램(발사르탄),201104021,의약품,제조,전문의약품,,,,,,,,,,
1794,한국바이오의약품협회,일동제약(주),디오패스정160밀리그램(발사르탄),201104022,의약품,제조,전문의약품,,,,,,,,,,
1795,한국바이오의약품협회,일동제약(주),플라도반액,201104309,의약품,제조,일반의약품,,,,,,,,,,
1796,한국바이오의약품협회,일동제약(주),글리팜엠정2/500밀리그램,201107003,의약품,제조,전문의약품,,,,,,,,,,
1797,한국바이오의약품협회,일동제약(주),디오패스정40밀리그램(발사르탄),201109818,의약품,제조,전문의약품,,,,,,,,,,
1798,한국바이오의약품협회,일동제약(주),움큐어시럽(펠라고니움시도이데스11%에탄올추출물(1→8~10)·글리세린혼합액(8:2)),201109847,한약(생약)제제등,제조,전문의약품,,,,,,,,,,
1799,한국바이오의약품협회,일동제약(주),몬테루칸속붕해정10밀리그램(몬테루카스트나트륨),201202801,의약품,제조,전문의약품,,,,,,,,,,
1800,한국바이오의약품협회,일동제약(주),알지크주사100밀리그램(페메트렉시드이나트륨염2.5수화물),201203020,의약품,제조,전문의약품,,,,,,,,,,
1801,한국바이오의약품협회,일동제약(주),알지크주사500밀리그램(페메트렉시드이나트륨염2.5수화물),201203021,의약품,제조,전문의약품,,,,,,,,,,
1802,한국바이오의약품협회,일동제약(주),"히알큐점안액0.1%(히알루론산나트륨)(1회용), 히알큐점안액0.1%(히알루론산나트륨)",201205254,의약품,제조,전문의약품,,,,,,,,,,
1803,한국바이오의약품협회,일동제약(주),엑세라민비정,201206056,의약품,제조,일반의약품,,,,,,,,,,
1804,한국바이오의약품협회,일동제약(주),피레스파정200밀리그램(피르페니돈),201206336,의약품,수입,전문의약품,,,,,,,,,,
1805,한국바이오의약품협회,일동제약(주),미카테르정40mg(텔미사르탄),201206741,의약품,제조,전문의약품,,,,,,,,,,
1806,한국바이오의약품협회,일동제약(주),미카테르정80mg(텔미사르탄),201206742,의약품,제조,전문의약품,,,,,,,,,,
1807,한국바이오의약품협회,일동제약(주),일동후루마린주사1그램(플로목세프나트륨),201206852,의약품,제조,전문의약품,,,,,,,,,,
1808,한국바이오의약품협회,일동제약(주),티나세탐정1000밀리그램(레비티라세탐),201207482,의약품,제조,전문의약품,,,,,,,,,,
1809,한국바이오의약품협회,일동제약(주),티나세탐정500밀리그램(레비티라세탐),201207483,의약품,제조,전문의약품,,,,,,,,,,
1810,한국바이오의약품협회,일동제약(주),티나세탐정250밀리그램(레비티라세탐),201207484,의약품,제조,전문의약품,,,,,,,,,,
1811,한국바이오의약품협회,일동제약(주),미카테르플러스정80/25밀리그램,201207594,의약품,제조,전문의약품,,,,,,,,,,
1812,한국바이오의약품협회,일동제약(주),미카테르플러스정40/12.5밀리그램,201208653,의약품,제조,전문의약품,,,,,,,,,,
1813,한국바이오의약품협회,일동제약(주),미카테르플러스정80/12.5밀리그램,201208654,의약품,제조,전문의약품,,,,,,,,,,
1814,한국바이오의약품협회,일동제약(주),히나루본플러스주(히알루론산나트륨),201301622,의약품,제조,전문의약품,,,,,,,,,,
1815,한국바이오의약품협회,일동제약(주),캐롤엔연질캡슐(나프록센),201306492,의약품,제조,일반의약품,,,,,,,,,,
1816,한국바이오의약품협회,일동제약(주),올메팜정10밀리그램(올메사탄메독소밀),201306917,의약품,제조,전문의약품,,,,,,,,,,
1817,한국바이오의약품협회,일동제약(주),올메팜정20밀리그램(올메사탄메독소밀),201306919,의약품,제조,전문의약품,,,,,,,,,,
1818,한국바이오의약품협회,일동제약(주),올메팜플러스정20/12.5밀리그램,201307209,의약품,제조,전문의약품,,,,,,,,,,
1819,한국바이오의약품협회,일동제약(주),클리데이0.2%점안액(올로파타딘염산염),201307399,의약품,제조,전문의약품,,,,,,,,,,
1820,한국바이오의약품협회,일동제약(주),콘센비타프리미엄정,201308169,의약품,제조,일반의약품,,,,,,,,,,
1821,한국바이오의약품협회,일동제약(주),바이포지정10/160밀리그램,201308433,의약품,제조,전문의약품,,,,,,,,,,
1822,한국바이오의약품협회,일동제약(주),바이포지정5/80밀리그램,201308434,의약품,제조,전문의약품,,,,,,,,,,
1823,한국바이오의약품협회,일동제약(주),바이포지정5/160밀리그램,201308435,의약품,제조,전문의약품,,,,,,,,,,
1824,한국바이오의약품협회,일동제약(주),피타큐정4밀리그램(피타바스타틴칼슘),201308977,의약품,제조,전문의약품,,,,,,,,,,
1825,한국바이오의약품협회,일동제약(주),젤로빅정500밀리그램(카페시타빈),201309043,의약품,제조,전문의약품,,,,,,,,,,
1826,한국바이오의약품협회,일동제약(주),티로클겔(티로트리신),201309247,의약품,제조,일반의약품,,,,,,,,,,
1827,한국바이오의약품협회,일동제약(주),히나루본주(히알루론산나트륨)(프리필드),201309492,의약품,제조,전문의약품,,,,,,,,,,
1828,한국바이오의약품협회,일동제약(주),젤로빅정150밀리그램(카페시타빈),201309978,의약품,제조,전문의약품,,,,,,,,,,
1829,한국바이오의약품협회,일동제약(주),로베틴정5밀리그램(로수바스타틴칼슘),201310588,의약품,제조,전문의약품,,,,,,,,,,
1830,한국바이오의약품협회,일동제약(주),로베틴정10밀리그램(로수바스타틴칼슘),201310589,의약품,제조,전문의약품,,,,,,,,,,
1831,한국바이오의약품협회,일동제약(주),로베틴정20밀리그램(로수바스타틴칼슘),201310590,의약품,제조,전문의약품,,,,,,,,,,
1832,한국바이오의약품협회,일동제약(주),일동펠비낙플라스타,201400731,의약품,제조,일반의약품,,,,,,,,,,
1833,한국바이오의약품협회,일동제약(주),써큐록신정40밀리그램(은행엽건조엑스),201400762,한약(생약)제제등,제조,일반의약품,,,,,,,,,,
1834,한국바이오의약품협회,일동제약(주),둘록사정60밀리그램(둘록세틴염산염),201402376,의약품,제조,전문의약품,,,,,,,,,,
1835,한국바이오의약품협회,일동제약(주),둘록사정30밀리그램 (둘록세틴염산염),201402410,의약품,제조,전문의약품,,,,,,,,,,
1836,한국바이오의약품협회,일동제약(주),케어칼디엠정,201402579,의약품,제조,일반의약품,,,,,,,,,,
1837,한국바이오의약품협회,일동제약(주),알포칸정(콜린알포세레이트),201403551,의약품,제조,전문의약품,,,,,,,,,,
1838,한국바이오의약품협회,일동제약(주),플루코팜정150밀리그램(플루코나졸),201403933,의약품,제조,전문의약품,,,,,,,,,,
1839,한국바이오의약품협회,일동제약(주),바이큐어정0.5밀리그램(엔테카비르),201404377,의약품,제조,전문의약품,,,,,,,,,,
1840,한국바이오의약품협회,일동제약(주),아목타심네오건조시럽,201405452,의약품,제조,전문의약품,,,,,,,,,,
1841,한국바이오의약품협회,일동제약(주),일동폴산정1밀리그램,201405494,의약품,제조,일반의약품,,,,,,,,,,
1842,한국바이오의약품협회,일동제약(주),엑셀비타프리미엄정,201405957,의약품,제조,일반의약품,,,,,,,,,,
1843,한국바이오의약품협회,일동제약(주),쎄레원정200밀리그램(세레콕시브),201406103,의약품,제조,전문의약품,,,,,,,,,,
1844,한국바이오의약품협회,일동제약(주),아로나민실버프리미엄정,201500313,의약품,제조,일반의약품,,,,,,,,,,
1845,한국바이오의약품협회,일동제약(주),아로나민씨플러스미니정,201500972,의약품,제조,일반의약품,,,,,,,,,,
1846,한국바이오의약품협회,일동제약(주),씨라클건조시럽125밀리그램/5밀리리터(클래리트로마이신),201501046,의약품,제조,전문의약품,,,,,,,,,,
1847,한국바이오의약품협회,일동제약(주),토네이드정10밀리그램(타다라필),201501126,의약품,제조,전문의약품,,,,,,,,,,
1848,한국바이오의약품협회,일동제약(주),토네이드정5밀리그램(타다라필),201501127,의약품,제조,전문의약품,,,,,,,,,,
1849,한국바이오의약품협회,일동제약(주),토네이드정20밀리그램(타다라필),201501128,의약품,제조,전문의약품,,,,,,,,,,
1850,한국바이오의약품협회,일동제약(주),캐롤디연질캡슐(덱시부프로펜),201501315,의약품,제조,일반의약품,,,,,,,,,,
1851,한국바이오의약품협회,일동제약(주),유로케어정10밀리그램(솔리페나신숙신산염),201502203,의약품,제조,전문의약품,,,,,,,,,,
1852,한국바이오의약품협회,일동제약(주),스펙사정250밀리그램(게피티니브),201502377,의약품,제조,전문의약품,,,,,,,,,,
1853,한국바이오의약품협회,일동제약(주),테모람캡슐100밀리그램(테모졸로미드),201503272,의약품,제조,전문의약품,,,,,,,,,,
1854,한국바이오의약품협회,일동제약(주),테모람캡슐20밀리그램(테모졸로미드),201503273,의약품,제조,전문의약품,,,,,,,,,,
1855,한국바이오의약품협회,일동제약(주),텔로스톱정40/10밀리그램,201504095,의약품,제조,전문의약품,,,,,,,,,,
1856,한국바이오의약품협회,일동제약(주),텔로스톱정40/20밀리그램,201504096,의약품,제조,전문의약품,,,,,,,,,,
1857,한국바이오의약품협회,일동제약(주),텔로스톱정80/10밀리그램,201504097,의약품,제조,전문의약품,,,,,,,,,,
1858,한국바이오의약품협회,일동제약(주),텔로스톱정80/20밀리그램,201504098,의약품,제조,전문의약품,,,,,,,,,,
1859,한국바이오의약품협회,일동제약(주),텔로스톱정40/5밀리그램,201505196,의약품,제조,전문의약품,,,,,,,,,,
1860,한국바이오의약품협회,일동제약(주),텔로스톱정80/5밀리그램,201505197,의약품,제조,전문의약품,,,,,,,,,,
1861,한국바이오의약품협회,일동제약(주),엑세라민엑소정,201507762,의약품,제조,일반의약품,,,,,,,,,,
1862,한국바이오의약품협회,일동제약(주),덴큐헬스페이스트,201508025,의약품,제조,일반의약품,,,,,,,,,,
1863,한국바이오의약품협회,일동제약(주),맥시라민에이정,201600573,의약품,제조,일반의약품,,,,,,,,,,
1864,한국바이오의약품협회,일동제약(주),이너솔연고(퓨시드산나트륨),201602202,의약품,제조,일반의약품,,,,,,,,,,
1865,한국바이오의약품협회,일동제약(주),유로케어정5밀리그램(솔리페나신숙신산염),201604378,의약품,제조,전문의약품,,,,,,,,,,
1866,한국바이오의약품협회,일동제약(주),히알큐점안액0.18%(히알루론산나트륨)(1회용),201604464,의약품,제조,전문의약품,,,,,,,,,,
1867,한국바이오의약품협회,일동제약(주),투탑스정40/5밀리그램,201605611,의약품,제조,전문의약품,,,,,,,,,,
1868,한국바이오의약품협회,일동제약(주),투탑스정40/10밀리그램,201605612,의약품,제조,전문의약품,,,,,,,,,,
1869,한국바이오의약품협회,일동제약(주),투탑스정80/5밀리그램,201605613,의약품,제조,전문의약품,,,,,,,,,,
1870,한국바이오의약품협회,일동제약(주),투탑스정80/10밀리그램,201605614,의약품,제조,전문의약품,,,,,,,,,,
1871,한국바이오의약품협회,일동제약(주),무조라실쿨크림,201701134,의약품,제조,일반의약품,,,,,,,,,,
1872,한국바이오의약품협회,일동제약(주),베시보정(베시포비르디피복실말레산염),201702347,의약품,제조,전문의약품,,,,,,,,,,
1873,한국바이오의약품협회,일동제약(주),마그넘액티브연질캡슐,201705211,의약품,제조,일반의약품,,,,,,,,,,
1874,한국바이오의약품협회,일동제약(주),푸레파인연고,201705734,의약품,제조,일반의약품,,,,,,,,,,
1875,한국바이오의약품협회,일동제약(주),투탑스플러스정80/5/12.5밀리그램,201706182,의약품,제조,전문의약품,,,,,,,,,,
1876,한국바이오의약품협회,일동제약(주),투탑스플러스정40/5/12.5밀리그램,201706183,의약품,제조,전문의약품,,,,,,,,,,
1877,한국바이오의약품협회,일동제약(주),투탑스플러스정80/10/12.5밀리그램,201706184,의약품,제조,전문의약품,,,,,,,,,,
1878,한국바이오의약품협회,일동제약(주),에너라민파워액,201707611,의약품,제조,일반의약품,,,,,,,,,,
1879,한국바이오의약품협회,일동제약(주),드롭탑정10/20밀리그램,201708316,의약품,제조,전문의약품,,,,,,,,,,
1880,한국바이오의약품협회,일동제약(주),드롭탑정10/10밀리그램,201708317,의약품,제조,전문의약품,,,,,,,,,,
1881,한국바이오의약품협회,일동제약(주),드롭탑정10/5밀리그램,201708318,의약품,제조,전문의약품,,,,,,,,,,
1882,한국바이오의약품협회,일동제약(주),아로나민이맥스플러스정,201800353,의약품,제조,일반의약품,,,,,,,,,,
1883,한국바이오의약품협회,일동제약(주),텔로스톱플러스정40/5/5밀리그램,201801975,의약품,제조,전문의약품,,,,,,,,,,
1884,한국바이오의약품협회,일동제약(주),텔로스톱플러스정80/5/5밀리그램,201801977,의약품,제조,전문의약품,,,,,,,,,,
1885,한국바이오의약품협회,일동제약(주),텔로스톱플러스정80/5/10밀리그램,201801978,의약품,제조,전문의약품,,,,,,,,,,
1886,한국바이오의약품협회,일동제약(주),텔로스톱플러스정40/5/10밀리그램,201801980,의약품,제조,전문의약품,,,,,,,,,,
1887,한국바이오의약품협회,일동제약(주),가네골드액,201803036,의약품,제조,일반의약품,,,,,,,,,,
1888,한국바이오의약품협회,일동제약(주),캐롤쿨링더블파워카타플라스마(케토프로펜) ,201803486,의약품,제조,일반의약품,,,,,,,,,,
1889,한국바이오의약품협회,일동제약(주),바제플러스정,201803496,의약품,제조,전문의약품,,,,,,,,,,
1890,한국바이오의약품협회,일동제약(주),푸레파베인캡슐(디오스민),201803833,의약품,제조,일반의약품,,,,,,,,,,
1891,한국바이오의약품협회,일동제약(주),아로나민케어리피정,201902001,의약품,제조,일반의약품,,,,,,,,,,
1892,한국바이오의약품협회,일동제약(주),아로나민케어콤플렉스정,201902077,의약품,제조,일반의약품,,,,,,,,,,
1893,한국바이오의약품협회,일동제약(주),아로나민케어에이치티정,201904226,의약품,제조,일반의약품,,,,,,,,,,
1894,한국바이오의약품협회,일동제약(주),아로나민케어디엠정,201904305,의약품,제조,일반의약품,,,,,,,,,,
1895,한국바이오의약품협회,일동제약(주),세노바퀵연질캡슐(세티리진염산염) ,201906400,의약품,제조,일반의약품,,,,,,,,,,
1896,한국바이오의약품협회,일동제약(주),캐롤24더블파워플라스타(디클로페낙나트륨),201908027,의약품,제조,일반의약품,,,,,,,,,,
1897,한국바이오의약품협회,일동제약(주),캐롤온감더블파워카타플라스마(펠비낙),201908028,의약품,제조,일반의약품,,,,,,,,,,
1898,한국바이오의약품협회,일동제약(주),일동라푸티딘정10밀리그램,201908603,의약품,제조,전문의약품,,,,,,,,,,
1899,한국바이오의약품협회,일동제약(주),캐롤키즈콜드시럽,202000043,의약품,제조,일반의약품,,,,,,,,,,
1900,한국바이오의약품협회,일동제약(주),푸레파인마일드연고,202002514,의약품,제조,일반의약품,,,,,,,,,,
1901,한국바이오의약품협회,일동제약(주),푸레파인마일드좌제,202002671,의약품,제조,일반의약품,,,,,,,,,,
1902,한국바이오의약품협회,일동제약(주),덴큐플러스정,202004270,한약(생약)제제등,제조,일반의약품,,,,,,,,,,
1903,한국바이오의약품협회,일동제약(주),디알큐점안액(디쿠아포솔나트륨)(1회용),202005543,의약품,제조,전문의약품,,,,,,,,,,
1904,한국바이오의약품협회,일동제약(주),서카토닌서방정2밀리그램(멜라토닌),202006552,의약품,제조,전문의약품,,,,,,,,,,
1905,한국바이오의약품협회,일동제약(주),일동경옥고,202101045,한약(생약)제제등,제조,일반의약품,,,,,,,,,,
1906,한국바이오의약품협회,일동제약(주),아토미브정10/40밀리그램,202101395,의약품,제조,전문의약품,,,,,,,,,,
1907,한국바이오의약품협회,일동제약(주),아토미브정10/20밀리그램,202101396,의약품,제조,전문의약품,,,,,,,,,,
1908,한국바이오의약품협회,일동제약(주),아토미브정10/10밀리그램,202101397,의약품,제조,전문의약품,,,,,,,,,,
1909,한국바이오의약품협회,일동제약(주),아로나민골드프리미엄정,202102039,의약품,제조,일반의약품,,,,,,,,,,
1910,한국바이오의약품협회,일동제약(주),푸레파인겔,202106247,의약품,제조,일반의약품,,,,,,,,,,
1911,한국바이오의약품협회,일동제약(주),아로나민케어싸이정,202106737,의약품,제조,일반의약품,,,,,,,,,,
1912,한국바이오의약품협회,일동제약(주),마그라민트리플액션정,202107129,의약품,제조,일반의약품,,,,,,,,,,
1913,한국바이오의약품협회,일동제약(주),마그라민액티브맥스연질캡슐,202107155,의약품,제조,일반의약품,,,,,,,,,,
1914,한국바이오의약품협회,일동제약(주),아로나민실버액티브정,202107556,의약품,제조,일반의약품,,,,,,,,,,
1915,한국바이오의약품협회,일동제약(주),"라비에트듀오정10/500밀리그램(라베프라졸나트륨,탄산수소나트륨)",202108207,의약품,제조,전문의약품,,,,,,,,,,
1916,한국바이오의약품협회,일동제약(주),라비에트듀오정20/500밀리그램,202200474,의약품,제조,전문의약품,,,,,,,,,,
1917,한국바이오의약품협회,일동제약(주),레이보우정50밀리그램(라스미디탄헤미숙신산염),202201945,의약품,수입,전문의약품,,,,,,,,,,
1918,한국바이오의약품협회,일동제약(주),레이보우정100밀리그램(라스미디탄헤미숙신산염),202201946,의약품,수입,전문의약품,,,,,,,,,,
1919,한국바이오의약품협회,일양약품(주),원비디,196600063,의약품,제조,일반의약품,,,,,,,,,,
1920,한국바이오의약품협회,일양약품(주),보나링에이정(디멘히드리네이트),197000076,의약품,제조,일반의약품,,,,,,,,,,
1921,한국바이오의약품협회,일양약품(주),후릭스정(푸로세미드),197200160,의약품,제조,전문의약품,,,,,,,,,,
1922,한국바이오의약품협회,일양약품(주),일양노이겔현탁액(규산알루민산마그네슘),197700189,의약품,제조,일반의약품,,,,,,,,,,
1923,한국바이오의약품협회,일양약품(주),일양노이시린에이정(규산알루민산마그네슘),197800242,의약품,제조,일반의약품,,,,,,,,,,
1924,한국바이오의약품협회,일양약품(주),일양디세텔정(피나베륨브롬화물),198500673,의약품,제조,전문의약품,,,,,,,,,,
1925,한국바이오의약품협회,일양약품(주),일양하이트린정1밀리그램(테라조신염산염수화물),199101124,의약품,제조,전문의약품,,,,,,,,,,
1926,한국바이오의약품협회,일양약품(주),일양하이트린정2밀리그램(테라조신염산염수화물),199101125,의약품,제조,전문의약품,,,,,,,,,,
1927,한국바이오의약품협회,일양약품(주),알드린현탁액(알마게이트),199101134,의약품,제조,일반의약품,,,,,,,,,,
1928,한국바이오의약품협회,일양약품(주),스파맥정,199101135,의약품,제조,일반의약품,,,,,,,,,,
1929,한국바이오의약품협회,일양약품(주),알드린정(알마게이트),199201106,의약품,제조,일반의약품,,,,,,,,,,
1930,한국바이오의약품협회,일양약품(주),일양하이트린정5밀리그램(테라조신염산염수화물),199301235,의약품,제조,전문의약품,,,,,,,,,,
1931,한국바이오의약품협회,일양약품(주),알콤정(플루벤다졸),199400891,의약품,제조,일반의약품,,,,,,,,,,
1932,한국바이오의약품협회,일양약품(주),리드판액,199500495,의약품,제조,일반의약품,,,,,,,,,,
1933,한국바이오의약품협회,일양약품(주),알코텔정(메타독신)(수출명:알코테라),199500908,의약품,제조,전문의약품,,,,,,,,,,
1934,한국바이오의약품협회,일양약품(주),알드린1그람현탁액(알마게이트)(수출명:ILYANGAlmagatesusp),199504365,의약품,제조,일반의약품,,,,,,,,,,
1935,한국바이오의약품협회,일양약품(주),황력액,199601099,의약품,제조,일반의약품,,,,,,,,,,
1936,한국바이오의약품협회,일양약품(주),벌무덴리니멘트,199601101,의약품,제조,일반의약품,,,,,,,,,,
1937,한국바이오의약품협회,일양약품(주),크리맥액(돔페리돈),199601110,의약품,제조,일반의약품,,,,,,,,,,
1938,한국바이오의약품협회,일양약품(주),"일양세파드록실캡슐500밀리그램(수출명 : ORETAN, OCETAN)",199701347,의약품,제조,전문의약품,,,,,,,,,,
1939,한국바이오의약품협회,일양약품(주),로바펜정(록소프로펜나트륨),199801240,의약품,제조,전문의약품,,,,,,,,,,
1940,한국바이오의약품협회,일양약품(주),나이트랄크림(플루트리마졸),199901185,의약품,제조,전문의약품,,,,,,,,,,
1941,한국바이오의약품협회,일양약품(주),헤모콤액(폴리말토오스수산화제이철착염),199901190,의약품,제조,일반의약품,,,,,,,,,,
1942,한국바이오의약품협회,일양약품(주),몬티딘정25밀리그램(레보설피리드),200001489,의약품,제조,전문의약품,,,,,,,,,,
1943,한국바이오의약품협회,일양약품(주),알레드정(세티리진염산염),200001515,의약품,제조,일반의약품,,,,,,,,,,
1944,한국바이오의약품협회,일양약품(주),컴비덤지크림,200001516,의약품,제조,일반의약품,,,,,,,,,,
1945,한국바이오의약품협회,일양약품(주),프리노즈정,200001519,의약품,제조,일반의약품,,,,,,,,,,
1946,한국바이오의약품협회,일양약품(주),노팍신정(레보플록사신수화물),200001521,의약품,제조,전문의약품,,,,,,,,,,
1947,한국바이오의약품협회,일양약품(주),뉴트릭스정(아세틸-L-카르니틴염산염),200101060,의약품,제조,전문의약품,,,,,,,,,,
1948,한국바이오의약품협회,일양약품(주),프로엑스피액,200201014,의약품,제조,일반의약품,,,,,,,,,,
1949,한국바이오의약품협회,일양약품(주),덴타민캡슐,200300953,의약품,제조,일반의약품,,,,,,,,,,
1950,한국바이오의약품협회,일양약품(주),하이네콜정(베타네콜염화물),200300956,의약품,제조,전문의약품,,,,,,,,,,
1951,한국바이오의약품협회,일양약품(주),노루모현탁액,200300960,의약품,제조,일반의약품,,,,,,,,,,
1952,한국바이오의약품협회,일양약품(주),헤모콤플러스연질캡슐(수출명: COMHEMO),200300961,의약품,제조,일반의약품,,,,,,,,,,
1953,한국바이오의약품협회,일양약품(주),글리메드정2밀리그램(글리메피리드),200401285,의약품,제조,전문의약품,,,,,,,,,,
1954,한국바이오의약품협회,일양약품(주),포베린정20mg(프로피베린염산염),200401286,의약품,제조,전문의약품,,,,,,,,,,
1955,한국바이오의약품협회,일양약품(주),슈멕톤현탁액(디옥타헤드랄스멕타이트)(수출명:DOSMECTINE),200401293,의약품,제조,일반의약품,,,,,,,,,,
1956,한국바이오의약품협회,일양약품(주),일양세파클러캡슐250밀리그램,200401296,의약품,제조,전문의약품,,,,,,,,,,
1957,한국바이오의약품협회,일양약품(주),아진팜정,200401307,의약품,제조,일반의약품,,,,,,,,,,
1958,한국바이오의약품협회,일양약품(주),베타프롤정(비소프롤롤푸마르산염),200401319,의약품,제조,전문의약품,,,,,,,,,,
1959,한국바이오의약품협회,일양약품(주),일양레바미피드정100밀리그램,200401320,의약품,제조,전문의약품,,,,,,,,,,
1960,한국바이오의약품협회,일양약품(주),속코정,200401321,의약품,제조,일반의약품,,,,,,,,,,
1961,한국바이오의약품협회,일양약품(주),일양로자탄정(로사르탄칼륨),200501203,의약품,제조,전문의약품,,,,,,,,,,
1962,한국바이오의약품협회,일양약품(주),일양클로피도그렐정75밀리그램(클로피도그렐황산염),200501208,의약품,제조,전문의약품,,,,,,,,,,
1963,한국바이오의약품협회,일양약품(주),일양에피나스틴정(에피나스틴염산염),200501211,의약품,제조,전문의약품,,,,,,,,,,
1964,한국바이오의약품협회,일양약품(주),조인업첩부제(플루르비프로펜),200501213,의약품,제조,일반의약품,,,,,,,,,,
1965,한국바이오의약품협회,일양약품(주),크린탈정(아세트아미노펜),200501216,의약품,제조,일반의약품,,,,,,,,,,
1966,한국바이오의약품협회,일양약품(주),진코텔연질캡슐120밀리그램(은행엽건조엑스),200501218,한약(생약)제제등,제조,일반의약품,,,,,,,,,,
1967,한국바이오의약품협회,일양약품(주),혈강고카타플라스마,200501224,의약품,제조,일반의약품,,,,,,,,,,
1968,한국바이오의약품협회,일양약품(주),일양피나스테리드정(피나스테리드),200501225,의약품,제조,전문의약품,,,,,,,,,,
1969,한국바이오의약품협회,일양약품(주),진코텔정(은행엽건조엑스),200501235,한약(생약)제제등,제조,일반의약품,,,,,,,,,,
